,createdAt,merchant,category,amount
9734,2020-03-25 14:55:35,Target,Shopping,499.78
5926,2020-03-25 15:07:45,Best Buy,Electronics,26.17
1376,2020-03-25 22:51:37,Target,Health,195.02
5063,2020-03-26 04:05:48,Best Buy,Shopping,207.42
9615,2020-03-26 09:58:18,Airbnb,Travel,253.7
93,2020-03-27 03:38:46,Airbnb,Travel,431.23
8397,2020-03-27 06:49:27,Airbnb,Travel,486.11
5120,2020-03-27 15:17:05,Spotify,Entertainment,472.73
338,2020-03-27 18:04:22,Amazon,Travel,420.76
1042,2020-03-27 19:19:50,Starbucks,Dining,183.73
187,2020-03-28 01:26:22,Amazon,Entertainment,241.59
6059,2020-03-28 05:42:04,Starbucks,Dining,206.36
1636,2020-03-28 13:00:36,Amazon,Shopping,236.47
1847,2020-03-29 00:30:59,Starbucks,Dining,103.36
1773,2020-03-29 02:11:16,Uber,Travel,239.95
9099,2020-03-29 02:44:25,Uber,Transportation,82.34
249,2020-03-29 05:51:54,Amazon,Shopping,237.89
3840,2020-03-29 07:50:26,Apple Store,Shopping,248.08
4738,2020-03-29 08:35:38,Walmart,Shopping,349.15
5445,2020-03-29 16:57:54,Spotify,Entertainment,89.24
2859,2020-03-29 17:23:21,Amazon,Travel,256.59
4275,2020-03-29 18:19:50,Uber,Travel,15.51
7038,2020-03-29 18:23:57,Netflix,Entertainment,432.21
9023,2020-03-30 14:14:08,Starbucks,Health,10.58
6848,2020-03-30 19:22:36,Target,Shopping,156.5
6161,2020-03-30 23:37:28,Spotify,Entertainment,296.14
4815,2020-03-31 10:20:41,Walmart,Utilities,259.92
5720,2020-03-31 10:48:09,Walmart,Utilities,22.47
3618,2020-03-31 14:21:57,Spotify,Entertainment,498.01
3,2020-03-31 15:51:30,Spotify,Entertainment,41.08
336,2020-03-31 17:41:14,Apple Store,Electronics,129.66
6235,2020-03-31 21:37:16,Best Buy,Electronics,305.38
835,2020-04-01 04:32:02,Apple Store,Electronics,271.47
1680,2020-04-01 10:00:45,Airbnb,Travel,324.29
7237,2020-04-01 18:33:20,Uber,Travel,257.4
8565,2020-04-01 19:23:29,Apple Store,Electronics,456.42
9724,2020-04-02 09:34:12,Spotify,Entertainment,354.22
1791,2020-04-03 00:47:40,Best Buy,Electronics,95.54
6019,2020-04-03 05:33:39,Starbucks,Dining,415.47
8786,2020-04-03 10:31:12,Uber,Travel,209.76
5368,2020-04-03 19:05:33,Target,Health,490.11
2176,2020-04-03 21:19:48,Amazon,Shopping,27.41
5201,2020-04-03 22:45:32,Walmart,Shopping,101.02
7322,2020-04-04 05:00:22,Airbnb,Travel,70.33
2382,2020-04-04 11:37:08,Netflix,Entertainment,437.39
9520,2020-04-04 13:04:51,Walmart,Utilities,365.65
159,2020-04-04 18:46:07,Uber,Travel,358.82
9756,2020-04-05 01:36:51,Apple Store,Electronics,435.99
1843,2020-04-05 10:04:57,Apple Store,Shopping,35.69
2861,2020-04-05 23:58:40,Spotify,Entertainment,94.92
5491,2020-04-06 02:24:20,Netflix,Entertainment,72.78
5853,2020-04-06 02:55:10,Best Buy,Shopping,366.88
5327,2020-04-06 05:39:49,Netflix,Entertainment,474.45
3337,2020-04-06 06:27:00,Best Buy,Shopping,154.12
9482,2020-04-06 08:49:36,Amazon,Shopping,273.39
5997,2020-04-06 10:53:50,Airbnb,Travel,71.25
5860,2020-04-06 13:02:50,Target,Groceries,251.93
4622,2020-04-06 15:03:06,Spotify,Entertainment,242.41
2485,2020-04-06 15:10:36,Apple Store,Electronics,353.59
7111,2020-04-06 19:26:23,Target,Groceries,449.37
4460,2020-04-07 03:46:24,Walmart,Shopping,325.74
558,2020-04-07 17:11:42,Netflix,Entertainment,420.94
4669,2020-04-07 19:55:16,Starbucks,Health,488.57
3289,2020-04-08 02:15:18,Spotify,Entertainment,462.12
2034,2020-04-08 10:25:02,Airbnb,Travel,80.33
1080,2020-04-08 12:51:34,Starbucks,Health,105.97
1464,2020-04-08 16:03:16,Best Buy,Electronics,6.37
3527,2020-04-08 18:16:54,Spotify,Entertainment,336.19
3339,2020-04-09 00:15:33,Starbucks,Dining,482.81
5059,2020-04-09 02:23:52,Walmart,Utilities,374.35
8310,2020-04-09 07:01:29,Airbnb,Travel,154.14
8904,2020-04-09 09:19:31,Amazon,Travel,116.7
1275,2020-04-09 10:16:55,Amazon,Entertainment,95.52
8785,2020-04-09 10:27:09,Starbucks,Health,168.69
8344,2020-04-09 11:09:59,Amazon,Entertainment,8.93
9372,2020-04-09 12:20:11,Target,Groceries,290.68
8100,2020-04-09 17:11:39,Spotify,Entertainment,367.07
5271,2020-04-09 18:55:47,Netflix,Entertainment,324.96
639,2020-04-09 20:18:05,Airbnb,Travel,494.72
2772,2020-04-10 01:17:09,Walmart,Shopping,263.82
4072,2020-04-10 02:34:38,Best Buy,Shopping,329.55
8432,2020-04-10 08:17:07,Spotify,Entertainment,470.8
3971,2020-04-10 10:59:42,Uber,Travel,18.17
960,2020-04-10 20:26:31,Airbnb,Travel,471.46
9251,2020-04-11 01:14:49,Best Buy,Shopping,224.35
3241,2020-04-11 01:59:39,Best Buy,Shopping,28.75
5843,2020-04-11 04:19:57,Amazon,Shopping,217.71
2108,2020-04-11 08:45:57,Uber,Travel,348.52
7643,2020-04-11 09:26:23,Walmart,Groceries,289.29
9390,2020-04-11 19:02:57,Target,Shopping,398.92
9477,2020-04-11 23:28:39,Starbucks,Health,155.58
8807,2020-04-12 08:12:35,Netflix,Entertainment,72.68
5786,2020-04-12 17:38:40,Target,Shopping,200.3
5628,2020-04-12 19:24:17,Target,Shopping,141.58
3856,2020-04-12 20:04:11,Netflix,Entertainment,252.45
1489,2020-04-12 21:10:32,Best Buy,Electronics,251.8
5419,2020-04-13 08:58:41,Spotify,Entertainment,357.07
7645,2020-04-13 09:07:09,Uber,Transportation,455.94
8290,2020-04-13 10:28:32,Apple Store,Electronics,396.88
1783,2020-04-13 13:12:36,Airbnb,Travel,56.98
8810,2020-04-13 20:20:58,Starbucks,Health,150.5
1721,2020-04-13 21:01:27,Spotify,Entertainment,15.83
8127,2020-04-14 01:02:09,Airbnb,Travel,21.46
1716,2020-04-14 02:51:39,Walmart,Groceries,440.44
4130,2020-04-14 07:14:58,Walmart,Utilities,424.21
5149,2020-04-14 07:17:51,Netflix,Entertainment,411.28
824,2020-04-14 15:37:49,Walmart,Shopping,171.72
8325,2020-04-15 02:33:10,Airbnb,Travel,89.68
4383,2020-04-15 14:20:06,Walmart,Utilities,192.06
1377,2020-04-15 18:04:25,Spotify,Entertainment,400.78
8656,2020-04-16 00:51:51,Target,Groceries,101.39
9407,2020-04-16 01:47:22,Target,Groceries,235.31
9629,2020-04-16 03:07:27,Starbucks,Dining,371.31
7234,2020-04-16 03:55:34,Best Buy,Shopping,66.86
7885,2020-04-16 09:50:54,Apple Store,Electronics,246.02
3401,2020-04-16 17:36:11,Apple Store,Shopping,370.04
1822,2020-04-16 18:07:30,Amazon,Travel,375.4
1216,2020-04-16 20:14:02,Target,Groceries,124.61
4106,2020-04-17 11:24:52,Target,Groceries,312.08
3026,2020-04-17 14:45:19,Target,Shopping,156.98
2524,2020-04-17 21:29:10,Best Buy,Shopping,479.84
2017,2020-04-17 21:57:10,Airbnb,Travel,41.14
4312,2020-04-18 04:31:35,Amazon,Travel,22.3
5210,2020-04-18 16:27:36,Netflix,Entertainment,26.23
3926,2020-04-18 17:48:24,Amazon,Entertainment,173.02
5065,2020-04-18 18:08:49,Amazon,Entertainment,336.77
9310,2020-04-18 22:54:31,Target,Groceries,425.93
8504,2020-04-18 23:45:13,Airbnb,Travel,71.89
8292,2020-04-19 01:23:33,Uber,Transportation,244.5
2000,2020-04-19 01:50:32,Netflix,Entertainment,185.14
6891,2020-04-19 04:01:36,Best Buy,Electronics,261.04
1474,2020-04-19 08:12:01,Walmart,Utilities,374.63
6299,2020-04-19 15:16:44,Airbnb,Travel,471.24
2317,2020-04-19 16:51:50,Walmart,Groceries,229.9
3421,2020-04-19 19:35:48,Starbucks,Dining,447.76
6232,2020-04-19 23:07:22,Target,Shopping,20.8
372,2020-04-20 01:10:58,Netflix,Entertainment,154.1
2632,2020-04-20 04:32:43,Best Buy,Electronics,36.21
4313,2020-04-20 07:47:24,Starbucks,Health,298.57
2383,2020-04-20 11:55:45,Spotify,Entertainment,409.99
9358,2020-04-20 17:36:00,Amazon,Travel,30.36
6270,2020-04-20 20:56:22,Spotify,Entertainment,291.87
7472,2020-04-21 03:20:29,Target,Health,267.36
7501,2020-04-21 03:29:29,Amazon,Entertainment,366.83
9243,2020-04-21 06:28:44,Uber,Travel,123.65
6537,2020-04-21 22:28:19,Target,Groceries,72.92
7508,2020-04-21 23:49:50,Spotify,Entertainment,152.08
3599,2020-04-22 02:13:25,Target,Groceries,152.56
2763,2020-04-22 06:56:27,Netflix,Entertainment,229.33
3712,2020-04-22 07:07:29,Airbnb,Travel,434.6
7065,2020-04-22 12:34:17,Starbucks,Dining,365.57
3916,2020-04-22 15:32:14,Netflix,Entertainment,101.44
1953,2020-04-23 01:46:05,Apple Store,Shopping,434.66
17,2020-04-23 03:47:50,Netflix,Entertainment,281.14
5631,2020-04-23 04:17:44,Spotify,Entertainment,385.83
9691,2020-04-23 06:10:54,Uber,Transportation,101.71
83,2020-04-23 09:09:48,Walmart,Groceries,414.03
8342,2020-04-23 11:19:18,Starbucks,Health,117.23
5950,2020-04-23 12:26:14,Starbucks,Dining,405.42
3882,2020-04-23 16:27:38,Target,Health,80.73
1708,2020-04-23 17:14:29,Netflix,Entertainment,90.87
8832,2020-04-23 17:40:44,Apple Store,Electronics,170.12
5710,2020-04-24 10:17:56,Uber,Transportation,470.54
5846,2020-04-24 13:18:15,Uber,Transportation,100.4
7492,2020-04-24 16:28:44,Amazon,Shopping,309.3
5583,2020-04-24 19:21:34,Best Buy,Shopping,372.15
8881,2020-04-25 06:32:22,Airbnb,Travel,208.08
5530,2020-04-25 18:14:32,Target,Groceries,370.59
8213,2020-04-25 21:32:33,Airbnb,Travel,301.18
4492,2020-04-25 22:22:17,Airbnb,Travel,6.52
3162,2020-04-26 01:01:51,Target,Health,202.7
4833,2020-04-26 06:03:15,Amazon,Shopping,104.58
636,2020-04-26 07:17:24,Uber,Transportation,21.04
4141,2020-04-26 08:37:17,Starbucks,Health,133.8
8211,2020-04-26 19:14:05,Starbucks,Dining,113.09
6282,2020-04-27 03:02:42,Target,Shopping,395.39
7625,2020-04-27 03:36:48,Target,Health,189.39
6827,2020-04-27 05:20:27,Target,Shopping,221.3
3539,2020-04-27 07:15:41,Spotify,Entertainment,180.75
2975,2020-04-27 11:23:16,Best Buy,Shopping,156.62
8797,2020-04-27 12:38:12,Apple Store,Shopping,203.43
3936,2020-04-27 14:17:15,Amazon,Entertainment,386.52
2594,2020-04-27 17:44:03,Apple Store,Electronics,481.89
3182,2020-04-27 20:51:08,Spotify,Entertainment,379.5
8512,2020-04-28 03:26:31,Walmart,Utilities,6.05
8549,2020-04-28 10:03:56,Airbnb,Travel,131.09
6261,2020-04-28 11:30:23,Airbnb,Travel,148.15
3427,2020-04-28 16:39:20,Walmart,Groceries,73.15
6102,2020-04-28 18:18:16,Amazon,Shopping,401.98
9871,2020-04-29 01:16:37,Uber,Transportation,463.66
7112,2020-04-29 02:31:58,Spotify,Entertainment,116.29
7834,2020-04-29 03:53:05,Best Buy,Shopping,128.26
7343,2020-04-29 05:22:59,Netflix,Entertainment,45.27
370,2020-04-29 05:24:03,Uber,Transportation,60.98
6896,2020-04-29 08:12:44,Walmart,Utilities,190.73
1698,2020-04-29 08:31:03,Spotify,Entertainment,229.73
6035,2020-04-29 10:27:53,Apple Store,Electronics,352.74
7866,2020-04-29 11:36:22,Spotify,Entertainment,426.83
1706,2020-04-29 17:32:32,Spotify,Entertainment,135.29
4342,2020-04-30 04:24:45,Starbucks,Health,231.76
6134,2020-04-30 12:55:07,Starbucks,Dining,433.68
1621,2020-04-30 17:35:47,Starbucks,Health,410.43
7262,2020-04-30 20:17:36,Starbucks,Dining,431.16
8731,2020-05-01 01:39:24,Netflix,Entertainment,243.67
8935,2020-05-01 16:12:42,Walmart,Utilities,295.55
1336,2020-05-01 16:47:44,Spotify,Entertainment,138.74
3954,2020-05-01 22:49:32,Best Buy,Shopping,42.58
7325,2020-05-01 23:56:29,Airbnb,Travel,225.31
1220,2020-05-02 05:24:54,Walmart,Utilities,62.11
7974,2020-05-02 12:16:22,Apple Store,Electronics,352.4
4416,2020-05-02 16:51:28,Walmart,Utilities,80.83
751,2020-05-02 19:09:03,Uber,Transportation,209.07
3208,2020-05-03 00:12:33,Uber,Transportation,494.07
3098,2020-05-03 01:19:29,Apple Store,Electronics,304.64
1273,2020-05-03 02:36:07,Spotify,Entertainment,370.41
8960,2020-05-03 04:17:34,Starbucks,Health,499.45
2868,2020-05-03 04:23:37,Walmart,Shopping,315.32
9764,2020-05-03 06:53:46,Amazon,Travel,103.72
1257,2020-05-03 19:53:56,Airbnb,Travel,484.62
1348,2020-05-03 23:51:07,Amazon,Shopping,38.34
3644,2020-05-04 02:36:07,Target,Shopping,169.82
8612,2020-05-04 05:57:40,Apple Store,Electronics,308.64
6720,2020-05-04 17:27:19,Netflix,Entertainment,391.54
2166,2020-05-05 06:28:29,Amazon,Shopping,203.2
7134,2020-05-05 13:04:46,Netflix,Entertainment,49.09
1639,2020-05-05 22:39:48,Starbucks,Health,96.83
7877,2020-05-06 02:48:16,Starbucks,Health,254.33
5328,2020-05-06 10:21:42,Best Buy,Electronics,378.11
4390,2020-05-06 11:17:52,Spotify,Entertainment,391.96
2310,2020-05-06 11:44:07,Best Buy,Electronics,222.86
4411,2020-05-06 13:53:38,Spotify,Entertainment,157.22
5552,2020-05-06 15:33:19,Amazon,Travel,90.51
3507,2020-05-07 04:54:44,Spotify,Entertainment,141.1
5781,2020-05-07 20:04:18,Netflix,Entertainment,228.95
6831,2020-05-08 02:51:43,Walmart,Shopping,395.55
8030,2020-05-08 05:34:36,Target,Shopping,363.66
7043,2020-05-08 19:56:55,Spotify,Entertainment,148.93
668,2020-05-08 20:40:49,Target,Shopping,288.64
9837,2020-05-08 21:40:38,Apple Store,Electronics,301.02
4212,2020-05-08 23:13:56,Amazon,Shopping,382.33
2181,2020-05-08 23:19:15,Best Buy,Electronics,499.79
1686,2020-05-09 08:55:12,Spotify,Entertainment,227.42
4208,2020-05-09 12:15:31,Target,Groceries,38.21
3582,2020-05-09 14:19:40,Best Buy,Shopping,370.18
6168,2020-05-09 14:31:13,Uber,Transportation,212.19
4925,2020-05-09 15:13:46,Airbnb,Travel,6.87
1612,2020-05-09 18:28:18,Apple Store,Shopping,261.83
936,2020-05-09 18:40:45,Spotify,Entertainment,247.69
8963,2020-05-10 07:39:55,Netflix,Entertainment,164.42
4482,2020-05-10 09:35:03,Walmart,Utilities,197.24
1417,2020-05-10 12:35:11,Starbucks,Dining,424.25
280,2020-05-10 12:47:34,Airbnb,Travel,392.03
2435,2020-05-10 19:15:01,Starbucks,Dining,10.29
5160,2020-05-11 01:23:06,Netflix,Entertainment,282.74
4299,2020-05-11 07:09:03,Walmart,Groceries,395.76
2834,2020-05-11 09:06:19,Apple Store,Shopping,135.72
2565,2020-05-11 14:58:15,Walmart,Groceries,105.86
8378,2020-05-11 19:15:27,Starbucks,Health,60.18
5685,2020-05-11 20:20:01,Walmart,Utilities,60.83
888,2020-05-11 20:23:40,Amazon,Shopping,112.39
7997,2020-05-11 23:12:12,Uber,Transportation,83.99
2988,2020-05-12 03:59:41,Netflix,Entertainment,89.17
5037,2020-05-12 05:05:46,Spotify,Entertainment,50.09
3086,2020-05-12 07:55:19,Starbucks,Health,268.65
1245,2020-05-12 17:34:54,Best Buy,Electronics,172.37
590,2020-05-13 00:04:16,Uber,Travel,209.15
8930,2020-05-13 00:46:57,Starbucks,Dining,181.25
5597,2020-05-13 01:17:39,Netflix,Entertainment,237.32
1409,2020-05-13 01:23:58,Target,Groceries,8.29
7047,2020-05-13 10:51:46,Starbucks,Health,401.68
2047,2020-05-13 14:47:55,Walmart,Shopping,451.32
2784,2020-05-13 16:39:24,Best Buy,Shopping,453.7
7277,2020-05-13 17:40:28,Spotify,Entertainment,161.49
7638,2020-05-13 18:08:07,Amazon,Travel,111.84
5390,2020-05-14 06:28:34,Spotify,Entertainment,55.86
5330,2020-05-14 09:13:32,Walmart,Utilities,117.46
6738,2020-05-14 11:23:54,Netflix,Entertainment,218.32
1720,2020-05-14 19:53:50,Walmart,Shopping,43.26
3320,2020-05-14 21:36:59,Spotify,Entertainment,396.22
8029,2020-05-15 10:49:45,Netflix,Entertainment,79.33
6159,2020-05-15 16:55:53,Amazon,Entertainment,163.63
3687,2020-05-15 17:03:52,Target,Health,134.55
7189,2020-05-16 03:32:02,Apple Store,Electronics,464.01
7534,2020-05-16 05:18:15,Best Buy,Shopping,160.67
6874,2020-05-16 10:23:23,Airbnb,Travel,324.65
1529,2020-05-16 10:24:36,Uber,Transportation,48.37
1568,2020-05-16 12:18:12,Amazon,Travel,342.69
2123,2020-05-16 13:40:28,Target,Health,383.44
6753,2020-05-16 17:40:50,Target,Groceries,443.04
9146,2020-05-17 03:50:16,Netflix,Entertainment,463.36
5978,2020-05-17 04:52:52,Best Buy,Electronics,262.99
4327,2020-05-17 09:53:53,Spotify,Entertainment,407.02
4414,2020-05-17 12:17:10,Airbnb,Travel,381.31
366,2020-05-17 13:55:40,Uber,Travel,164.09
925,2020-05-17 15:38:22,Netflix,Entertainment,372.32
9715,2020-05-17 19:14:46,Netflix,Entertainment,140.73
8244,2020-05-18 06:19:51,Target,Groceries,166.16
1510,2020-05-19 01:00:31,Airbnb,Travel,311.84
2020,2020-05-19 05:07:57,Amazon,Shopping,82.02
4719,2020-05-19 12:14:30,Uber,Travel,154.33
7648,2020-05-19 19:01:26,Spotify,Entertainment,83.0
9861,2020-05-19 20:35:45,Apple Store,Shopping,319.98
5967,2020-05-19 23:24:47,Airbnb,Travel,348.17
6050,2020-05-20 03:03:55,Walmart,Groceries,207.89
2335,2020-05-20 03:29:10,Spotify,Entertainment,82.13
9603,2020-05-20 09:35:37,Walmart,Utilities,159.09
7159,2020-05-20 13:26:35,Uber,Transportation,142.14
9636,2020-05-20 14:02:24,Starbucks,Health,46.37
505,2020-05-20 14:12:12,Uber,Transportation,9.33
2659,2020-05-20 15:22:39,Netflix,Entertainment,235.99
2357,2020-05-20 16:33:22,Target,Health,23.1
1947,2020-05-21 10:49:20,Spotify,Entertainment,350.59
5546,2020-05-21 11:43:40,Target,Shopping,186.87
1759,2020-05-21 16:38:48,Best Buy,Shopping,359.34
3607,2020-05-21 21:49:17,Best Buy,Electronics,287.58
9794,2020-05-22 10:58:46,Amazon,Travel,364.17
5650,2020-05-23 00:56:57,Starbucks,Dining,454.12
8461,2020-05-23 04:47:31,Starbucks,Dining,116.06
9212,2020-05-23 08:27:12,Spotify,Entertainment,150.09
284,2020-05-23 08:54:15,Amazon,Entertainment,294.19
4189,2020-05-23 10:46:19,Best Buy,Shopping,236.8
5080,2020-05-23 16:33:07,Airbnb,Travel,486.41
5320,2020-05-23 19:18:13,Best Buy,Shopping,22.61
1179,2020-05-23 22:37:14,Starbucks,Health,390.4
1109,2020-05-23 22:56:57,Netflix,Entertainment,386.67
2531,2020-05-24 01:19:12,Uber,Transportation,169.27
9091,2020-05-24 05:30:19,Airbnb,Travel,454.65
3738,2020-05-24 11:46:42,Target,Health,397.34
3557,2020-05-24 19:36:25,Airbnb,Travel,47.53
5454,2020-05-24 21:08:21,Starbucks,Dining,80.27
9142,2020-05-24 21:24:55,Apple Store,Electronics,323.85
4916,2020-05-24 21:58:30,Netflix,Entertainment,313.09
5337,2020-05-25 00:21:46,Starbucks,Dining,186.37
7407,2020-05-25 01:50:13,Amazon,Entertainment,381.29
1762,2020-05-25 19:15:37,Best Buy,Electronics,65.26
837,2020-05-25 19:54:48,Amazon,Shopping,378.51
3003,2020-05-25 20:11:58,Airbnb,Travel,432.78
6609,2020-05-25 20:47:49,Netflix,Entertainment,132.42
6666,2020-05-26 00:06:12,Starbucks,Health,486.34
7764,2020-05-26 00:40:07,Apple Store,Shopping,308.6
2477,2020-05-26 09:43:33,Apple Store,Shopping,428.34
7046,2020-05-26 13:37:36,Airbnb,Travel,274.12
2610,2020-05-26 19:35:55,Apple Store,Shopping,295.8
2266,2020-05-27 00:42:58,Walmart,Groceries,99.93
308,2020-05-27 05:54:12,Target,Shopping,284.3
626,2020-05-27 06:49:31,Walmart,Shopping,234.97
1647,2020-05-27 12:15:43,Best Buy,Electronics,251.92
6120,2020-05-27 17:49:41,Starbucks,Dining,323.65
8284,2020-05-27 20:21:00,Starbucks,Health,496.67
8240,2020-05-27 21:18:34,Starbucks,Health,457.77
4875,2020-05-27 22:11:48,Walmart,Groceries,282.27
9899,2020-05-28 00:42:39,Starbucks,Dining,383.27
3700,2020-05-28 03:34:31,Starbucks,Health,77.6
3231,2020-05-28 06:52:55,Airbnb,Travel,163.08
3998,2020-05-29 10:06:53,Walmart,Groceries,416.74
8008,2020-05-29 18:27:40,Target,Shopping,263.05
1905,2020-05-30 00:25:07,Target,Health,5.36
9038,2020-05-30 08:26:48,Uber,Transportation,48.68
9462,2020-05-30 10:19:23,Amazon,Entertainment,173.1
968,2020-05-30 11:34:00,Target,Health,27.77
4678,2020-05-30 15:25:16,Spotify,Entertainment,7.26
6321,2020-05-30 22:20:50,Amazon,Shopping,395.02
9489,2020-05-31 02:20:35,Netflix,Entertainment,330.2
2071,2020-05-31 18:58:35,Target,Health,92.19
2500,2020-05-31 20:16:48,Best Buy,Electronics,212.55
6925,2020-06-01 07:07:09,Spotify,Entertainment,372.64
2599,2020-06-01 08:12:01,Netflix,Entertainment,315.25
4625,2020-06-01 09:03:01,Apple Store,Shopping,210.36
253,2020-06-01 14:54:31,Netflix,Entertainment,180.52
4045,2020-06-01 19:51:50,Best Buy,Shopping,254.11
2068,2020-06-01 21:38:43,Spotify,Entertainment,443.1
2278,2020-06-02 04:30:43,Best Buy,Electronics,280.11
8282,2020-06-02 12:49:15,Best Buy,Electronics,53.97
4152,2020-06-02 20:52:58,Airbnb,Travel,206.82
8118,2020-06-03 02:07:13,Apple Store,Electronics,304.05
8263,2020-06-03 03:46:37,Target,Groceries,116.88
773,2020-06-03 12:15:40,Amazon,Shopping,375.16
1202,2020-06-03 17:06:52,Uber,Travel,214.23
6291,2020-06-03 17:26:26,Best Buy,Electronics,346.79
9319,2020-06-03 21:55:17,Apple Store,Shopping,6.21
8525,2020-06-03 23:40:46,Amazon,Entertainment,236.05
7567,2020-06-04 03:47:56,Best Buy,Electronics,408.21
6174,2020-06-04 10:57:53,Walmart,Shopping,487.89
4429,2020-06-04 19:32:45,Best Buy,Shopping,222.02
2263,2020-06-05 00:28:52,Netflix,Entertainment,257.9
6784,2020-06-05 01:07:06,Target,Groceries,135.82
2749,2020-06-05 08:08:49,Best Buy,Shopping,241.19
6042,2020-06-05 18:31:29,Best Buy,Shopping,259.07
6292,2020-06-05 20:47:06,Apple Store,Shopping,68.4
654,2020-06-05 22:29:53,Amazon,Travel,422.88
5972,2020-06-05 23:24:46,Target,Shopping,42.01
5362,2020-06-06 00:41:02,Apple Store,Electronics,379.56
2556,2020-06-06 01:26:18,Apple Store,Electronics,277.7
3021,2020-06-06 09:43:23,Best Buy,Electronics,11.68
8693,2020-06-06 17:13:02,Best Buy,Electronics,300.09
5411,2020-06-07 03:58:19,Starbucks,Health,298.6
9726,2020-06-07 10:57:15,Starbucks,Dining,168.27
8692,2020-06-08 00:19:33,Spotify,Entertainment,207.37
4947,2020-06-08 06:30:55,Target,Groceries,13.26
9082,2020-06-08 10:38:42,Amazon,Shopping,458.2
9646,2020-06-08 13:07:00,Target,Groceries,301.1
1996,2020-06-08 15:55:56,Best Buy,Electronics,290.81
7015,2020-06-08 23:30:47,Netflix,Entertainment,300.2
688,2020-06-09 05:49:31,Target,Groceries,291.61
4663,2020-06-09 08:11:33,Target,Health,300.21
1124,2020-06-09 10:10:03,Best Buy,Electronics,425.63
4798,2020-06-09 17:18:33,Walmart,Groceries,445.45
9349,2020-06-09 21:15:05,Starbucks,Dining,103.51
5183,2020-06-09 22:07:37,Target,Shopping,358.6
8331,2020-06-09 22:31:18,Netflix,Entertainment,313.83
2033,2020-06-09 22:54:30,Best Buy,Electronics,490.11
3213,2020-06-10 03:20:37,Starbucks,Dining,42.83
2593,2020-06-10 04:02:39,Spotify,Entertainment,172.87
292,2020-06-10 06:33:41,Starbucks,Health,288.7
8776,2020-06-10 09:11:58,Amazon,Travel,384.59
